;01.01.10;01.01.20;01.02.10;01.02.20;01.02.30;01.02.40;01.03.10;01.03.20;01.03.30;01.04.10;01.20.10;01.20.20;01.61.10;01.81.10;01.81.20;01.82.10;01.82.20;01.82.30;01.83.10;01.83.20;01.83.30;01.84.10;01.85.10;01.86.10;01.88.10;01.88.20;01.H;02.01.10;02.01.20;02.02.10;02.02.20;02.02.30;02.02.40;02.03.10;02.03.20;02.03.30;02.04.10;02.62.10;02.81.10;02.81.20;02.82.10;02.82.20;02.82.30;02.83.10;02.83.20;02.83.30;02.84.10;02.85.10;02.86.10;02.H;03.01.10;03.01.20;03.02.10;03.02.20;03.02.30;03.02.40;03.03.10;03.03.20;03.03.30;03.04.10;03.62.10;03.81.10;03.81.20;03.82.10;03.82.20;03.82.30;03.83.10;03.83.20;03.83.30;03.84.10;03.85.10;03.86.10;03.H;04.05.10;04.63.10;04.64.10;04.65.10;04.73.10;04.82.10;04.82.20;04.82.30;04.83.10;04.83.20;04.83.30;04.84.10;04.85.10;04.86.10;04.88.10;04.88.20;04.H;05.01.10;05.01.20;05.02.10;05.02.20;05.02.30;05.02.40;05.03.10;05.03.20;05.03.30;05.04.10;05.06.10;05.06.20;05.06.30;05.07.10;05.07.20;05.07.30;05.07.40;05.15.10;05.81.10;05.81.20;05.82.10;05.82.20;05.82.30;05.83.10;05.83.20;05.83.30;05.84.10;05.85.10;05.86.10;05.H;06.08.10;06.08.20;06.08.30;06.81.10;06.81.20;06.82.10;06.82.20;06.82.30;06.83.10;06.83.20;06.83.30;06.84.10;06.85.10;06.86.10;06.88.10;06.88.10;06.H;07.66.20;07.67.10;07.67.20;07.68.10;07.69.10;07.70.10;07.71.10;07.71.20;07.80.10;07.80.20;07.87.10;07.88.10;07.88.20;07.H;08.09.10;08.09.20;08.10.10;08.10.20;08.10.30;08.11.10;08.11.15;08.11.20;08.11.30;08.11.40;08.11.50;08.11.60;08.11.70;08.11.80;08.11.90;08.12.10;08.13.10;08.13.20;08.13.30;08.13.40;08.13.50;08.14.10;08.14.20;08.72.10;08.75.10;08.83.10;08.83.20;08.83.30;08.84.10;08.85.10;08.86.10;08.88.10;08.88.20;08.H;09.01.10;09.01.20;09.02.10;09.02.20;09.02.30;09.02.40;09.03.10;09.03.20;09.03.30;09.81.10;09.81.20;09.82.10;09.82.20;09.82.30;09.83.10;09.83.20;09.83.30;09.84.10;09.85.10;09.86.10;09.89.10;09.H;10.39.10;10.39.20;10.39.30;10.83.10;10.83.20;10.83.30;10.84.10;10.85.10;10.86.10;10.H;11.32.10;11.33.10;11.82.10;11.82.20;11.82.30;11.83.10;11.83.20;11.83.30;11.84.10;11.85.10;11.86.10;11.H;12.35.10;12.35.20;12.35.30;12.35.40;12.35.50;12.35.60;12.35.70;12.36.10;12.82.10;12.82.20;12.82.30;12.83.10;12.83.20;12.83.30;12.85.10;12.86.10;12.H;13.31.10;13.31.20;13.31.30;13.38.10;13.38.20;13.82.10;13.82.20;13.82.30;13.H;
Lg01_879;7463261040;999997221;Nderim;;;Maznov;19990116;Skopje;5100;M;;;;;;1999;20190630;reisdocument Noord-Macedonië;;;;;00000000;20190630;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0088;301;;;;1999;20190630;reisdocument Noord-Macedonië;;;;;00000000;20190630;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20190630;R;20190630;;0;;;0011;20200312092421674;;;;;1999;20190630;;;;;;;;;;;;;;;5113;00000000;Kozle 53;1000 Skopje;;;;I;;;;;;20190630;20190630;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lg01_880;1673264301;999997233;Rami;;;Hassanin;19950821;Akaba;6042;M;;;E;;;0363;20180428;voe;;;;;00000000;20180428;;;;;;;;;.;;;;;00000000;;;0363;20180428;.;;;;;00000000;20180428;;;;;;;.;;;;;00000000;;;0363;20180428;.;;;;;00000000;20180428;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20181230;E;20180428;;0;;;0011;20200312092421674;;;;;1999;20181230;;;;;;;;;;;;;;;0000;20181230;;;;;;A;;;;;;20181230;20190121;;;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0363;20180428;W;;20180428;Van Ostadestraat;Van Ostadestraat;177;;H;;1073TL;Amsterdam;0363010000844935;0363200000303292;;;;;;;6042;20180428;I;;;;;;20180428;20180428;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lg01_881;6098712191;999997245;Ali Ahmad;;;Khalifa;19800329;Holms;7009;M;;;E;;;0363;20161110;voe;;;;;00000000;20161110;;;;;;;;;.;;;;;00000000;;;0363;20161110;.;;;;;00000000;20161110;;;;;;;.;;;;;00000000;;;0363;20161110;.;;;;;00000000;20161110;;0000;311;;;;;;;;;;;00000000;20161110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20200401;E;20161110;;0;;;0011;20200412092421674;;;;;1999;20200401;;;;;;;;;;;;;;;6042;20200401;Al-Shakirya;77110 Wadi Rum;;;;I;;;;;;20200401;20200402;;;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0363;20161110;W;;20161110;Buikslotermeerdijk;Buikslotermeerdijk;83;;;;1025WH;Amsterdam;0363010000597813;0363200000060045;;;;;;;6042;20161110;I;;;;;;20161110;20161110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lg01_882;9194371082;999997257;Izzat;;;al-Hout;19851109;Ramallah;5112;M;;;E;;;0363;20140128;voe;;;;;00000000;20140128;;;;;;Mahmouda;;;Kashua;;;;;00000000;;;0363;20140128;voe;;;;;00000000;20140128;;;;Ghassan;;;al-Hout;;;;;00000000;;;0363;20140128;voe;;;;;00000000;20140128;;0499;312;;;;0363;20180302;dossier 2018/12345678;;;;;00000000;20180302;;;04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20200202;E;20140128;;0;;;0011;20200312092421674;;;;;1999;20200202;;;;;;;;;;;;;;;5002;20200202;18 rue des Trois Bornes, 11e Arrondissement;75011 Paris;;;;I;;;;;;20200202;20200205;;;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;411;;;;;;;;;;20180302;20180302;;;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0363;20140128;W;;20140128;Buikslotermeerdijk;Buikslotermeerdijk;83;;;;1025WH;Amsterdam;0363010000597813;0363200000060045;;;;;;;6042;20140128;I;;;;;;20140128;20140128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0000;311;;;;;;;;;;;00000000;20140128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;I;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lg01_883;3290930954;999997269;Philippe;;de;Zeeuw;19920506;0718;6030;M;;;E;;;0718;19930901;PKA;;;;;19920506;19950912;;;;8937647065;999997464;Mariken;;;VanOudenaerden;19640729;Gent;5010;V;19920506;;;0718;19930901;PK;;;;;19920506;19950912;;2069862542;999997476;Jan;;de;Zeeuw;19590821;0718;6030;M;19920506;;;0718;19930901;PK;;;;;19920506;19950912;;;;404;;;;;;;;;;20150131;20150131;;;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20081216;E;19930901;0718;0;;;0011;20200312092421674;P;;;;1999;20140905;;;;;;;;;;;;;;;5010;20081216;Sint Denijslaan 19;9000 Gent;;;;A;;;;;;20140905;20150521;;;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0052;301;;;;0718;19930901;PK;;;;;19920506;19930901;;;04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1999;20140905;;;;;;;;;;;;;;;5010;20081216;Sint Denijslaan 19;Gent;;;;W;;;;;O;20140905;20140905;;;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0001;017;;;;0718;19930901;PK;;;;;19920506;19930901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0718;19920506;;;;;;;;;;;;;;;5010;20081216;Sint Denijslaan 19;Gent;;;;G;;;;;;20081216;20081217;;;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0718;19920506;W;;19920506;Zwanenburgseweg;;2;;;;4384LW;;;;;;;;;;;;A;;;;;;19920506;19930901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lg01_884;7970984263;999997270;Gilbert;;;Macon;19780928;Le Petit-Quevilly;5002;M;;;E;;;0363;19980612;Melding Minister van Financien;;;;;19980612;19980612;;;51;;;Veronique Maria Isabella;;;Mathieu;;;;V;19780928;;;0363;19980605;ga 5002;;;;;19780928;19980605;;;;Didier Guillaume;;;Macon;;;;M;19780928;;;0363;19980605;ga 5002;;;;;19780928;19980605;;;;404;;;;;;;;;;20150131;20150131;;;54;7235424728;999997488;Natasha Naomi;;de;Vries;19800713;0363;6030;V;;;;20131201;0363;6030;S;H;0363;3AB2716;;;;;;;;20131201;20131213;55;;;;;;;;;;;;;;;;;;;20140402;E;19980605;;0;;;0011;20200312092421674;;;;;1999;20140905;;;;;;;;;;;;;;;5002;20140402;Place Waldeck Rousseau;76140 Le Petit-Quevilly;;;;W;;;;;;20140905;20140905;;;58;4139864749;999997506;Isa;;;Macon;20050201;0363;6030;;;0363;20050210;Melding Minister van Financiën;;;;;20050210;20050210;;59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7970984263;;Gilbert;;;Macon;19780928;Le Petit-Quevilly;5002;M;;;E;;;0363;19980605;ga 5002;;;;;19780928;19980605;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;401;;;0363;20091206;KB nat 09/123456;;;;;20091008;20091206;;;54;7235424728;999997488;Natasha Naomi;;de;Vries;19800713;0363;6030;V;20040904;0363;6030;;;;;H;0363;3AA2716;;;;;;;;20040904;20040905;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0363;19980605;;;;;;;;;;;;;;;5002;20140402;Place Waldeck Rousseau;76140 Le Petit-Quevilly;;;;I;;;;;;20140402;20140402;;;58;4139864749;;Isa;;;Macon;20050201;0363;6030;0363;1GA0214;;;;;;;;20050201;20050204;;09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0057;301;;;;0363;19980605;pas 5002;;;;;00000000;19980605;;;04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0363;19980605;W;;20130115;Willem de Zwijgerlaan;Willem de Zwijgerlaan;350;;;;1055RD;Amsterdam;0363010012098963;0363200012100480;;;;;;;5002;19980605;I;;;;;;20130115;20130116;;;58;1474316945;999997518;Bella;;;Macon;20050201;0363;6030;;;0363;20050210;Melding Minister van Financiën;;;;;20050210;20050210;;59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0001;027;;;;0363;20091206;KB nat 09/123456;;;;;20091008;20091206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0363;19980605;W;;20030808;Naritaweg;Naritaweg;225;;;;1043CB;Amsterdam;0363010001026221;0363200000489846;;;;;;;5002;19980605;T;;;;;;20111101;20111101;;;58;1474316945;;Bella;;;Macon;20050201;0363;6030;0363;1GA0215;;;;;;;;20050201;20050204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0363;19980605;W;;20030808;Naritaweg;;225;;;;1043CB;;;;;;;;;;5002;19980605;I;;;;;;20030808;20030809;;;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0363;19980605;W;;19980605;Bok de Korverweg;;6;;;;1067HR;;;;;;;;;;5002;19980605;I;;;;;;19980605;19980605;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lg01_885;1075432092;999997282;Andrea;;;Chiara;19830316;0363;6030;M;;;E;;;0363;19941001;PKA;;;;;00000000;19951002;;;;8572104231;999997312;Marguerita;;;Perez Lindo;19590821;Valencia;6037;V;00000000;;;0363;19941001;PK;;;;;00000000;19951002;;;;Vittorio;;;Chiara;19451201;Perugia;7044;M;00000000;;;0363;19941001;PK;;;;;00000000;19941001;;;;404;;;;;;;;;;20150131;20150131;;;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20171107;E;19941001;0363;0;;;0011;20200312092421674;P;;;;1999;20171107;;;;;;;;;;;;;;;7044;20171107;Via Padiglioni 5;44100 Ferrara;;;;I;;;;;;20171107;20171107;;;58;9854312570;999997531;Elisabetta Marguerita;;;Chiara;20121201;0363;6030;0363;1AA2401;;;;;;;;20121201;20121202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0077;301;;;;0363;19941001;PK;;;;;00000000;19941001;;;04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0363;19830316;W;;20060901;Nieuwpoortstraat;Nieuwpoortstraat;7;;;;1055RZ;Amsterdam;0363010003684185;0363200003683068;;;;;;;;;T;;;;;;20111101;20111101;;;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;404;;;;;;;;;;20150131;20150131;;;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0363;19830316;W;;20060901;Nieuwpoortstraat;;7;;;;1055RZ;;;;;;;;;;6037;20060901;I;;;;;;20060901;20060901;;;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0064;301;;;;0363;19941001;PK;;;;;00000000;19941001;;;04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0363;19830316;;;;;;;;;;;;;;;6037;20000808;;;;;;G;;;;;;20000808;20000808;;;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0001;000;;;;0363;19941001;PK;;;;;00000000;19941001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0363;19830316;W;;19920304;Tom Schreursweg;;10;;;;1067MC;;;;;;;;;;;;A;;;;;;19920304;19941001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lg01_886;6402102061;999997294;Kristaps;;;Kalna;19880211;Riga;7064;M;;;E;;;0518;20120306;ga 7064;;;;;19880211;20120306;;;;;;Ewa;;;Orzeskowa;19680901;Izbica Kujawska;7028;V;19880211;;;0518;20120306;ga 7064;;;;;19880211;20120306;;;;Harads;;;Kalna;19600405;Riga;7064;M;19880211;;;0518;20120306;ga 7064;;;;;19880211;20120306;;;;404;;;;;;;;;;20171101;20171115;;;54;6926570794;999997555;Kimberley;;;Janssen;19900615;0297;6030;V;20120530;0297;6030;;;;;P;0297;50A0029;;;;;;;;20120530;20120530;;;;;;;;;;;;;;;;;;;;20200220;E;20120301;;0;;;0011;20200312092421674;;;;;1999;20200220;;;;;;;;;;;;;;;7064;20200220;Stirnu iela 32b;Riga LV-1084;;;;I;;;;;;20200220;20200220;;;58;3761082548;999997543;Baiba;;;Kalna;20121210;0518;6030;0518;1MA1809;;;;;;;;20121210;20121212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0072;301;;;;0518;20120306;pas 7028;;;;;00000000;20120306;;;04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0518;20120301;W;;20120301;Vissershavenweg;Vissershavenweg;30;;;;2583DJ;'s-Gravenhage;0518010001640430;0518200001640431;;;;;;;7064;20120301;I;;;;;;20120301;20120306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;404;;;;;;;;;;20171101;20171115;;;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0044;301;;;;0518;20120306;pas 7064;;;;;00000000;20120306;;;04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0001;027;;;;0518;20171115;KB naturalisatie;;;;;20171101;20171115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lg01_887;5810989735;999997300;Charles;;van;Herk;19701222;Quebec;5001;M;;;E;;;0518;19940930;PKA;;;;;00000000;19950920;;;;;;Martha;;;Gotlieb;;;;V;00000000;;;0518;19940930;PK;;;;;00000000;19940930;;;;Eric;;van;Herk;;;;M;00000000;;;0518;19940930;PK;;;;;00000000;19940930;;;;404;;;;;;;;;;20150131;20150131;;;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20070801;E;19940930;0518;0;;;0011;20200312092421674;P;;;;1999;20140905;;;;;;;;;;;;;;;5001;20070801;690 boulevard Rene-Levesque Est;G1R 5A8 Québec;;;;W;;;;;;20140905;20150201;;;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0204;301;;;;0518;19940930;PK;;;;;00000000;19940930;;;04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1999;20140905;;;;;;;;;;;;;;;5001;20070801;;;;;;W;;;;;O;20140905;20140905;;;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;404;;;;;;;;;;20150131;20150131;;;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0518;19901201;;;;;;;;;;;;;;;5001;20070801;;;;;;I;;;;;;20070801;20070801;;;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0060;301;;;;0518;19940930;PK;;;;;00000000;19940930;;;04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0518;19901201;W;;19990209;Machiel Vrijenhoeklaan;;450;;;;2555NW;;;;;;;;;;5001;19901201;I;;;;;;19990209;19990209;;;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0001;027;;;;0518;20000501;KB naturalisatie;;;;;20000402;20000501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0518;19901201;W;;19901201;Tesselsestraat;;59;;;;2583JH;;;;;;;;;;5001;19901201;A;;;;;;19901201;19940930;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lg01_888;2789874235;999997324;Terry;;;Meischke;19810716;Albury;6016;M;;;E;;;0518;20131215;ga 6016;;;;;00000000;20131215;;;;;;Judith;;;Lord;19570726;Albury;6016;V;00000000;;;0518;20131215;ga 6016;;;;;00000000;20131215;;;;Bill;;;Meischke;;;;M;00000000;;;0518;20131215;ga 6016;;;;;00000000;20131215;;;;404;;;;;;;;;;20170802;20170909;;;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20200130;E;20131213;;0;;;0011;20200312092421674;;;;;1999;20200130;;;;;;;;;;;;;;;6016;20200130;424 Smollett St;2640 Albury;;;;I;;;;;;20200130;20200130;;;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0402;301;;;;0518;20131215;pas 6016;;;;;00000000;20131215;;;04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0518;20131213;W;;20131213;Wijndaelerweg;Wijndaelerweg;9;C;;;2554BZ;'s-Gravenhage;0518010000388631;0518200000388630;;;;;;;6016;20131213;I;;;;;;20131213;20131215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
